timestamp,pattern,sti,lti
2025-06-17 15:02:36.570222,Ants,8400.0,14000.0
2025-06-17 15:02:36.570383,(SimilarityLink acetamiprid Ants),2800.0,0
2025-06-17 15:02:36.570505,(SimilarityLink abamectin Ants),2800.0,0
2025-06-17 15:16:47.800058,Ants,7280.032920258622,14000.0
2025-06-17 15:16:47.800143,(SimilarityLink acetamiprid Ants),2240.3500000000004,0.0
2025-06-17 15:16:47.800214,(SimilarityLink abamectin Ants),2240.784482758621,0.0
2025-06-17 15:16:47.800279,farm,14000.0,14000.0
2025-06-17 15:16:47.800344,abamectin,1119.6499999999999,0
2025-06-17 15:16:47.800409,acetamiprid,1119.1825969827587,0
2025-06-17 16:14:50.824912,Ants,6160.505714001615,14000.0
2025-06-17 16:14:50.825031,(SimilarityLink acetamiprid Ants),2015.941291745619,0.0
2025-06-17 16:14:50.825131,(SimilarityLink abamectin Ants),2016.1305371320366,0.0
2025-06-17 16:14:50.825222,farm,13999.585461785271,14000.0
2025-06-17 16:14:50.825313,abamectin,1568.3926093129758,0.0
2025-06-17 16:14:50.825404,acetamiprid,1567.8785631500443,0.0
2025-06-17 16:14:50.825495,aphids,8400.0,14000.0
2025-06-17 16:14:50.825593,(SimilarityLink acetamiprid aphids),2911.9042699158135,0
2025-06-17 16:14:50.825689,(SimilarityLink abamectin aphids),2911.951004375,0
2025-06-17 16:14:50.825848,(SimilarityLink acetamiprid Botulinum),111.90426991581359,0
2025-06-17 16:14:50.825949,(SimilarityLink acetamiprid alcohol),111.90426991581359,0
2025-06-17 16:14:50.826082,(SimilarityLink abamectin alcohol),111.95100437499998,0
2025-06-17 16:14:50.826179,(SimilarityLink abamectin Botulinum),111.95100437499998,0
